game_id,league_id,team_id_home,pts_paint_home,pts_2nd_chance_home,pts_fb_home,largest_lead_home,lead_changes,times_tied,team_turnovers_home,total_turnovers_home,team_rebounds_home,pts_off_to_home,team_id_away,pts_paint_away,pts_2nd_chance_away,pts_fb_away,largest_lead_away,team_turnovers_away,total_turnovers_away,team_rebounds_away,pts_off_to_away
22201003,0,1610612747,56,7,13,12,17,7,1.0,21.0,7.0,26.0,1610612761,66,14,20,15,0.0,13.0,5.0,17.0
22201019,0,1610612752,56,14,21,10,11,7,0.0,11.0,7.0,17.0,1610612747,50,11,25,7,0.0,11.0,13.0,9.0
22201030,0,1610612747,38,21,15,40,0,0,1.0,18.0,5.0,13.0,1610612740,56,17,5,0,0.0,12.0,10.0,18.0
22201038,0,1610612747,46,10,20,1,1,0,2.0,10.0,14.0,8.0,1610612745,78,20,7,18,1.0,18.0,10.0,15.0
22201070,0,1610612753,52,17,8,9,3,3,0.0,8.0,11.0,7.0,1610612747,38,15,8,16,0.0,15.0,6.0,18.0
22201092,0,1610612756,44,8,13,6,6,7,0.0,17.0,7.0,27.0,1610612747,50,3,17,12,2.0,15.0,12.0,18.0
22201106,0,1610612760,48,16,20,2,1,3,0.0,10.0,5.0,9.0,1610612747,54,11,11,17,0.0,11.0,8.0,10.0
22201114,0,1610612741,50,10,15,21,7,5,0.0,9.0,4.0,16.0,1610612747,46,12,5,4,0.0,18.0,5.0,34.0
22201140,0,1610612741,58,6,22,3,4,8,0.0,14.0,4.0,19.0,1610612747,58,29,19,18,1.0,16.0,11.0,27.0
22201157,0,1610612747,64,17,29,14,5,5,0.0,16.0,11.0,14.0,1610612750,52,18,13,13,0.0,16.0,5.0,17.0
22201196,0,1610612746,46,8,24,24,2,0,1.0,13.0,4.0,9.0,1610612747,54,14,18,1,0.0,14.0,9.0,18.0
22201212,0,1610612747,48,18,26,16,10,12,1.0,16.0,8.0,17.0,1610612756,52,18,18,7,0.0,9.0,5.0,12.0
22201228,0,1610612762,76,13,14,3,7,0,0.0,11.0,4.0,13.0,1610612747,50,22,26,14,1.0,11.0,8.0,7.0
12200012,0,1610612758,56,20,14,30,4,3,0.0,7.0,11.0,4.0,1610612747,28,11,3,10,3.0,23.0,19.0,30.0
12200022,0,1610612747,40,17,16,5,5,0,1.0,17.0,15.0,16.0,1610612756,44,21,14,11,0.0,11.0,13.0,9.0
12200040,0,1610612747,44,7,13,11,12,10,0.0,17.0,5.0,13.0,1610612744,48,7,2,5,0.0,19.0,14.0,28.0
12200057,0,1610612747,48,11,19,7,7,10,0.0,20.0,8.0,24.0,1610612750,52,8,24,15,0.0,12.0,6.0,10.0
12200070,0,1610612747,32,6,9,0,2,4,1.0,23.0,10.0,30.0,1610612758,44,16,7,51,0.0,17.0,17.0,1.0
42200151,0,1610612747,56,22,26,16,11,6,2.0,16.0,8.0,15.0,1610612763,56,10,17,8,0.0,12.0,6.0,22.0
42200152,0,1610612747,50,15,12,3,5,1,1.0,13.0,7.0,20.0,1610612763,50,11,10,20,0.0,10.0,8.0,9.0
42200153,0,1610612747,58,17,18,29,0,0,3.0,16.0,12.0,14.0,1610612763,42,13,19,0,0.0,18.0,4.0,26.0
42200154,0,1610612747,54,12,16,15,13,8,0.0,15.0,14.0,16.0,1610612763,58,24,16,7,0.0,13.0,11.0,17.0
42200155,0,1610612747,48,18,19,2,2,4,0.0,13.0,8.0,8.0,1610612763,56,17,17,25,0.0,11.0,4.0,10.0
42200156,0,1610612763,32,9,14,4,1,1,0.0,14.0,9.0,19.0,1610612747,52,20,24,40,3.0,16.0,11.0,19.0
42200231,0,1610612744,28,14,14,8,17,14,0.0,8.0,5.0,9.0,1610612747,54,14,11,14,0.0,8.0,10.0,14.0
42200232,0,1610612744,48,13,17,32,8,5,1.0,16.0,10.0,12.0,1610612747,42,8,7,7,0.0,9.0,9.0,14.0
42200233,0,1610612744,44,15,4,11,4,1,0.0,19.0,13.0,27.0,1610612747,46,11,11,34,1.0,13.0,8.0,14.0
42200234,0,1610612744,52,8,17,12,14,10,0.0,16.0,5.0,13.0,1610612747,46,12,14,5,0.0,14.0,9.0,20.0
42200235,0,1610612747,52,10,15,3,9,6,0.0,14.0,3.0,20.0,1610612744,50,18,13,18,2.0,16.0,5.0,20.0
42200236,0,1610612744,44,18,8,0,0,1,1.0,11.0,7.0,10.0,1610612747,46,11,22,24,1.0,7.0,9.0,10.0
42200311,0,1610612747,48,13,13,2,1,1,0.0,7.0,6.0,5.0,1610612743,50,18,19,21,0.0,11.0,4.0,14.0
42200312,0,1610612743,46,7,22,12,11,9,2.0,17.0,4.0,21.0,1610612747,48,6,21,11,0.0,12.0,8.0,13.0
42200313,0,1610612747,52,18,15,2,10,5,0.0,12.0,9.0,13.0,1610612743,38,9,19,14,1.0,6.0,9.0,8.0
42200314,0,1610612747,62,16,11,15,1,7,0.0,6.0,12.0,7.0,1610612743,48,15,9,7,3.0,11.0,6.0,17.0
